Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D,PH-S,DBO-S,DQO-S,SS-S,SSV-S,SED-S,COND-S,RD-DBO-P,RD-SS-P,RD-SED-P,RD-DBO-S,RD-DQO-S,RD-DBO-G,RD-DQO-G,RD-SS-G,RD-SED-G
37040.9,0.16,6.17,211.8,443.1,312.2,219.8,9.55,736.43,7.12,180.8,207.1,160.1,6.41,646.99,6.36,42.2,165.6,54.0,50.3,1.39,656.63,6.34,9.9,42.1,10.0,12.6,0.22,655.96,0.146,0.337,0.329,0.945,0.746,0.953,0.905,0.968,0.977
27142.6,0.15,7.3,205.7,468.1,207.5,166.2,6.53,741.9,8.0,182.8,147.1,110.2,3.85,682.43,6.8,51.2,159.6,45.2,31.0,0.81,677.56,6.67,9.1,50.2,8.5,10.1,0.21,679.97,0.111,0.291,0.411,0.95,0.686,0.956,0.893,0.959,0.969
48732.3,0.16,6.1,250.5,547.7,249.8,190.1,8.14,691.43,6.98,207.6,172.2,133.6,4.75,607.11,6.08,57.5,193.2,49.4,43.0,1.09,610.73,6.13,7.8,47.5,10.1,11.7,0.14,615.09,0.171,0.311,0.417,0.962,0.754,0.969,0.913,0.96,0.983
37158.1,0.11,6.58,187.8,394.6,246.7,183.5,8.18,792.04,7.76,159.6,179.4,126.5,5.25,721.88,6.72,39.9,137.3,56.1,41.3,1.1,723.44,6.55,7.8,45.0,12.3,8.7,0.2,725.5,0.15,0.273,0.358,0.951,0.672,0.959,0.886,0.95,0.976
47867.1,0.1,6.32,191.1,461.6,363.5,266.7,10.99,763.98,7.63,165.8,244.3,188.6,6.67,668.45,6.71,42.3,162.0,74.6,59.5,1.29,675.68,6.6,7.8,37.7,15.3,13.9,0.15,677.43,0.132,0.328,0.393,0.953,0.767,0.959,0.918,0.958,0.986
43486.8,0.19,7.31,259.9,576.4,304.3,226.3,8.65,769.45,8.03,220.0,206.9,162.4,6.08,717.1,6.8,52.1,194.6,63.5,52.7,1.1,723.9,6.7,8.7,52.2,12.2,12.5,0.06,732.26,0.154,0.32,0.297,0.96,0.732,0.967,0.909,0.96,0.993
39668.4,0.14,6.65,204.6,468.7,274.9,204.1,7.98,737.21,7.45,179.7,173.4,139.9,4.73,647.22,6.57,46.9,168.7,47.8,46.0,0.89,646.96,6.6,6.9,51.1,7.7,10.1,0.14,637.37,0.122,0.369,0.407,0.962,0.697,0.966,0.891,0.972,0.982
43535.3,0.08,6.68,165.6,398.0,325.4,235.4,9.97,779.97,7.81,138.6,210.3,180.5,6.17,723.89,7.16,39.9,142.6,62.9,58.5,1.23,710.32,6.68,5.6,39.9,14.3,11.2,0.2,705.53,0.163,0.354,0.381,0.96,0.72,0.966,0.9,0.956,0.98
55787.6,0.16,6.5,284.9,568.1,205.4,136.4,5.44,746.87,7.39,252.5,158.2,101.7,3.66,654.55,6.4,58.5,209.1,46.7,28.9,0.75,652.7,6.77,12.2,53.3,9.1,5.2,0.11,652.86,0.114,0.23,0.327,0.952,0.745,0.957,0.906,0.955,0.98
56638.9,0.17,7.02,261.6,531.8,299.5,240.3,8.33,774.38,7.82,233.0,226.3,185.6,5.24,667.44,6.93,59.6,186.0,69.9,58.6,0.83,667.28,6.98,11.1,53.8,13.1,14.6,0.05,662.9,0.109,0.244,0.371,0.952,0.711,0.958,0.899,0.956,0.994
41219.1,0.1,7.28,156.4,335.5,366.5,281.4,11.78,776.05,8.01,134.4,257.3,201.5,7.2,689.28,7.03,35.2,114.1,81.1,65.7,1.42,691.57,6.78,7.1,32.2,15.9,16.3,0.23,689.19,0.141,0.298,0.389,0.947,0.718,0.955,0.904,0.957,0.981
42122.7,0.17,6.34,242.1,491.8,281.0,216.6,9.1,782.81,7.52,208.6,190.1,152.1,6.53,681.39,6.53,53.7,178.4,57.6,53.4,1.31,675.49,6.51,10.0,49.1,10.1,11.4,0.21,683.21,0.139,0.323,0.283,0.952,0.725,0.959,0.9,0.964,0.977
49176.7,0.17,6.92,245.5,556.0,291.5,195.3,8.37,813.13,7.89,214.6,201.7,152.9,5.14,713.98,6.76,58.6,188.2,55.4,48.1,1.08,723.1,6.95,11.0,50.2,10.0,11.0,0.12,722.21,0.126,0.308,0.386,0.949,0.733,0.955,0.91,0.966,0.986
32763.9,0.17,6.07,227.3,495.8,302.0,223.7,9.41,706.84,7.32,187.2,218.4,157.1,6.06,639.49,6.48,52.9,182.2,65.9,51.9,1.37,639.6,6.6,8.8,50.9,12.1,13.2,0.14,628.63,0.176,0.277,0.356,0.953,0.721,0.961,0.897,0.96,0.985
42765.2,0.17,6.9,264.6,533.4,322.4,252.8,10.21,724.12,7.8,218.3,221.5,180.8,6.58,674.36,6.55,53.9,195.3,76.9,60.5,1.33,666.99,6.67,9.4,52.4,14.8,10.8,0.19,664.45,0.175,0.313,0.356,0.957,0.732,0.965,0.902,0.954,0.982
40012.9,0.11,7.12,162.6,401.1,168.6,126.7,5.04,797.76,7.85,144.5,119.9,96.3,3.49,729.75,7.07,38.2,150.5,42.6,30.2,0.61,726.09,7.05,8.6,51.9,9.8,6.0,0.12,726.44,0.111,0.289,0.308,0.94,0.655,0.947,0.871,0.942,0.975
41606.5,0.15,6.55,222.5,513.6,184.8,129.5,5.98,769.07,7.94,190.5,129.2,84.6,4.03,672.99,6.57,47.9,182.8,26.9,30.5,0.62,688.41,6.88,10.7,50.2,6.2,9.7,0.11,688.65,0.144,0.301,0.327,0.944,0.725,0.952,0.902,0.967,0.981
33567.7,0.15,6.99,196.4,458.3,262.4,217.7,8.37,786.05,8.38,165.8,179.1,161.7,5.19,717.08,7.23,39.6,156.5,54.0,55.4,1.11,722.39,7.13,5.3,42.3,13.9,12.6,0.12,725.73,0.156,0.317,0.38,0.968,0.73,0.973,0.908,0.947,0.985
28420.0,0.12,6.51,196.4,408.3,225.5,198.7,7.03,717.78,7.48,167.0,153.7,147.1,4.47,642.36,6.66,42.6,143.8,49.8,51.2,0.81,650.75,6.51,7.3,38.1,12.4,9.6,0.13,653.59,0.15,0.319,0.364,0.956,0.735,0.963,0.907,0.945,0.982
23736.1,0.2,6.18,237.1,493.4,307.2,256.3,10.24,715.06,7.45,189.6,217.4,193.5,6.59,624.42,6.4,49.4,175.7,64.5,63.3,1.4,616.09,6.62,10.2,56.3,16.8,14.1,0.26,615.26,0.2,0.292,0.357,0.946,0.68,0.957,0.886,0.945,0.975
31797.6,0.22,6.17,261.3,591.0,241.1,195.6,8.22,726.95,7.41,221.1,160.9,147.1,5.57,626.7,6.83,55.9,202.4,46.4,54.1,1.25,621.18,6.65,12.9,50.1,10.4,13.4,0.13,614.03,0.154,0.332,0.323,0.942,0.752,0.951,0.915,0.957,0.984
36422.1,0.21,6.47,281.7,600.2,174.0,123.7,5.47,760.5,7.71,235.7,125.4,98.2,3.2,700.9,6.76,56.3,220.7,36.5,29.6,0.49,695.45,6.73,12.8,63.2,8.4,2.7,0.08,692.8,0.163,0.279,0.414,0.946,0.713,0.955,0.895,0.952,0.986
37617.9,0.2,6.98,265.2,558.3,197.6,170.1,6.34,795.39,7.96,230.0,134.6,121.7,4.73,714.06,6.66,56.1,200.0,42.6,45.3,1.0,715.53,6.74,8.9,55.1,7.5,10.2,0.22,711.8,0.133,0.319,0.254,0.961,0.725,0.966,0.901,0.962,0.966
55688.5,0.15,7.02,237.9,492.1,166.4,120.4,4.4,764.5,7.72,207.2,117.5,80.6,2.63,687.65,6.54,50.4,165.1,30.7,28.1,0.66,686.26,6.54,11.0,40.5,7.8,5.6,0.03,684.55,0.129,0.294,0.402,0.947,0.754,0.954,0.918,0.953,0.992
48440.0,0.17,6.65,255.9,511.5,288.2,184.0,7.69,751.08,7.41,220.4,212.8,147.2,5.0,623.92,6.33,52.6,194.1,68.6,51.1,1.1,620.01,6.47,9.5,51.1,12.4,8.8,0.22,624.15,0.139,0.262,0.35,0.957,0.737,0.963,0.9,0.957,0.971
31821.4,0.18,6.81,249.5,508.6,254.4,214.8,8.39,780.84,7.84,214.0,176.7,143.9,5.1,709.49,7.04,54.4,178.8,52.8,45.1,0.81,706.58,6.78,11.4,51.3,7.6,10.0,0.2,709.0,0.142,0.305,0.391,0.947,0.713,0.954,0.899,0.97,0.976
43414.8,0.16,5.96,232.0,474.5,257.0,202.8,8.32,708.42,7.18,189.7,187.3,136.0,5.02,650.6,6.14,48.7,157.3,52.4,46.1,0.92,644.25,6.5,9.9,40.6,13.5,9.9,0.13,649.19,0.182,0.271,0.397,0.948,0.742,0.957,0.914,0.947,0.985
37429.5,0.16,7.02,210.5,460.5,336.3,259.1,10.09,794.35,8.15,181.9,221.1,190.5,6.29,768.2,6.84,48.4,154.5,70.8,65.2,1.13,766.76,7.02,6.8,44.3,11.7,14.3,0.15,764.45,0.136,0.343,0.376,0.963,0.713,0.968,0.904,0.965,0.985
37229.5,0.18,7.8,239.5,530.5,328.5,257.8,10.22,858.9,8.61,206.7,226.2,197.0,6.35,752.67,7.28,49.1,197.6,61.7,59.8,1.32,761.58,7.25,9.7,62.2,13.2,12.6,0.25,770.63,0.137,0.311,0.378,0.953,0.685,0.96,0.883,0.96,0.976
41966.6,0.13,6.93,223.7,469.7,263.9,210.6,8.39,782.56,7.79,196.4,185.0,152.9,5.33,679.13,6.62,47.4,179.0,53.3,48.5,1.11,667.02,6.85,10.0,50.8,8.9,9.1,0.16,671.06,0.122,0.299,0.365,0.949,0.716,0.955,0.892,0.966,0.981
44909.9,0.11,6.73,186.3,454.8,193.8,140.5,4.49,764.64,7.96,168.9,151.1,108.2,2.62,674.08,7.04,46.9,167.3,43.0,28.2,0.25,676.85,6.89,8.4,41.0,10.9,4.0,0.0,677.53,0.093,0.221,0.415,0.95,0.755,0.955,0.91,0.944,1.0
37455.8,0.14,6.34,198.2,450.3,318.1,240.3,9.64,777.68,7.74,160.0,207.0,159.0,6.48,685.26,6.68,39.5,168.2,70.7,50.4,1.26,696.3,6.67,6.7,43.7,16.7,10.0,0.18,699.92,0.193,0.349,0.328,0.958,0.74,0.966,0.903,0.948,0.981
48740.9,0.19,6.2,258.4,544.3,325.6,211.3,10.57,705.32,7.14,217.7,227.2,148.6,6.64,625.07,6.03,54.5,200.2,65.4,45.1,1.41,623.61,6.42,7.5,54.9,14.1,11.2,0.23,619.55,0.158,0.302,0.372,0.966,0.726,0.971,0.899,0.957,0.978
31361.7,0.17,6.23,199.6,451.9,295.2,205.8,8.92,765.25,7.3,165.9,218.3,135.1,5.53,688.43,6.69,41.0,162.6,56.9,42.6,1.12,684.19,6.57,8.4,44.1,13.9,9.7,0.21,671.54,0.169,0.261,0.38,0.949,0.729,0.958,0.902,0.953,0.977
40092.1,0.17,6.14,225.5,502.1,305.4,237.0,9.92,741.84,7.31,192.5,207.5,176.1,6.33,644.49,6.33,51.5,178.4,59.9,65.1,1.28,651.89,6.52,9.6,50.6,12.0,14.2,0.15,648.25,0.146,0.321,0.362,0.95,0.717,0.957,0.899,0.961,0.985
61486.5,0.18,6.11,272.0,571.3,264.0,167.9,7.05,741.47,7.44,231.3,183.1,110.1,4.88,643.36,6.02,61.3,204.3,56.7,40.4,0.94,635.48,6.39,9.7,58.4,15.8,7.3,0.13,639.97,0.15,0.306,0.308,0.958,0.714,0.964,0.898,0.94,0.982
41939.3,0.14,6.93,211.3,467.9,387.4,284.2,12.17,810.7,8.41,178.4,273.8,195.7,7.98,746.96,7.05,47.9,169.6,85.3,58.3,1.49,746.78,7.09,8.1,54.4,18.5,12.3,0.27,747.26,0.156,0.293,0.345,0.954,0.679,0.961,0.884,0.952,0.978
51777.8,0.17,7.82,273.1,553.0,258.5,179.7,7.45,681.4,7.69,237.3,182.4,133.0,4.81,678.84,7.51,59.4,187.6,63.8,44.2,0.96,670.52,7.37,10.9,52.5,11.0,10.8,0.14,669.7,0.131,0.294,0.354,0.954,0.72,0.96,0.905,0.958,0.981
40315.5,0.16,7.89,240.9,524.1,323.0,247.4,8.76,707.77,7.94,199.3,238.6,185.6,5.27,704.37,7.43,47.2,189.3,77.2,61.8,1.06,689.41,7.3,7.7,48.4,15.6,14.3,0.08,684.32,0.173,0.261,0.399,0.962,0.744,0.968,0.908,0.952,0.991
45725.5,0.09,7.56,177.0,402.4,202.0,162.4,6.19,659.34,7.45,145.2,145.0,115.8,3.68,669.72,7.31,42.1,152.5,44.3,36.1,0.8,668.5,7.38,7.6,47.3,8.5,7.2,0.18,656.77,0.179,0.282,0.405,0.948,0.69,0.957,0.882,0.958,0.971
39780.6,0.2,7.89,271.2,592.0,229.6,168.7,8.13,686.48,7.9,225.4,171.4,125.5,4.9,699.08,7.35,58.9,205.5,47.8,40.7,1.05,688.97,7.34,8.0,62.6,9.1,5.0,0.15,697.52,0.169,0.254,0.397,0.965,0.695,0.971,0.894,0.961,0.982
38993.2,0.13,8.05,189.7,435.0,358.5,265.5,11.02,703.08,8.09,159.4,248.1,194.9,7.56,713.92,7.8,38.5,149.8,80.9,63.2,1.52,713.83,7.39,9.0,42.9,12.9,12.9,0.28,712.58,0.159,0.308,0.314,0.944,0.714,0.953,0.901,0.964,0.974
32960.0,0.09,7.93,141.9,325.3,255.4,192.4,7.65,684.27,7.75,114.5,172.9,137.0,5.13,682.59,7.21,32.9,117.7,50.4,39.8,1.14,691.51,7.24,5.9,32.0,10.9,8.0,0.1,688.93,0.193,0.323,0.329,0.948,0.728,0.958,0.902,0.958,0.987
43031.1,0.12,7.96,185.8,417.3,336.7,237.5,9.87,688.99,7.83,157.7,233.9,163.3,6.16,667.59,7.56,37.8,140.9,67.5,49.2,1.19,682.43,7.36,5.2,41.9,10.7,9.5,0.17,678.4,0.151,0.305,0.376,0.967,0.702,0.972,0.9,0.968,0.982
33806.6,0.11,7.88,173.3,406.6,264.3,221.5,8.34,674.87,7.7,146.5,175.7,163.4,5.25,673.39,7.34,40.9,131.8,51.1,52.8,0.91,674.14,7.24,3.7,36.1,5.2,11.0,0.16,681.66,0.155,0.335,0.37,0.975,0.726,0.979,0.911,0.98,0.981
45468.1,0.15,7.72,211.9,502.3,274.9,172.2,8.84,653.62,7.52,176.2,196.3,128.3,5.5,646.04,7.27,48.5,185.0,53.9,41.4,1.15,654.19,7.35,10.3,43.6,10.1,10.3,0.17,659.48,0.169,0.286,0.378,0.942,0.764,0.952,0.913,0.963,0.981
47725.4,0.14,7.46,213.6,483.4,383.6,281.8,10.16,641.51,7.42,185.9,265.4,209.2,6.34,640.21,7.09,43.7,165.6,77.8,64.8,1.28,643.4,7.17,8.7,48.6,14.0,14.2,0.13,637.6,0.13,0.308,0.376,0.953,0.706,0.959,0.899,0.963,0.987
43451.4,0.14,7.28,219.8,456.7,264.3,207.4,8.17,621.33,7.16,186.6,179.6,151.5,5.45,614.62,7.07,48.4,160.0,53.0,46.1,1.14,611.55,7.01,9.0,48.4,8.9,11.6,0.05,618.54,0.151,0.32,0.333,0.952,0.698,0.959,0.894,0.966,0.994
37438.1,0.18,7.78,242.6,507.0,185.2,141.7,5.49,664.05,7.69,211.5,133.7,93.9,3.48,663.84,7.42,55.2,172.6,43.0,29.8,0.57,648.45,7.31,11.2,54.1,2.4,4.3,0.16,647.57,0.128,0.278,0.366,0.947,0.687,0.954,0.893,0.987,0.971
44337.4,0.16,7.85,226.8,518.9,233.8,201.2,7.08,680.87,7.8,191.8,154.5,149.7,5.22,670.48,7.43,55.8,191.8,44.8,50.6,1.22,683.49,7.37,11.3,50.8,7.3,10.7,0.2,679.83,0.154,0.339,0.262,0.941,0.735,0.95,0.902,0.969,0.972
37486.7,0.17,7.39,248.4,503.9,308.5,225.8,9.92,643.43,7.14,211.0,222.1,162.6,6.82,630.62,7.25,50.5,183.2,61.6,51.8,1.44,622.23,7.11,9.4,52.2,12.0,8.5,0.27,620.46,0.15,0.28,0.312,0.956,0.715,0.962,0.896,0.961,0.972
47586.7,0.17,7.98,245.5,514.3,300.3,225.2,9.13,669.72,7.98,205.9,206.4,158.7,6.33,681.95,7.52,55.8,178.1,55.5,55.7,1.24,693.01,7.33,9.7,50.9,9.8,11.6,0.23,688.31,0.161,0.313,0.307,0.953,0.714,0.961,0.901,0.967,0.975
25938.2,0.17,7.73,229.4,512.3,181.1,150.3,5.93,679.68,7.6,195.0,136.0,106.1,4.05,669.98,7.49,48.8,169.9,41.7,31.9,0.72,674.28,7.36,8.2,47.9,9.1,5.4,0.14,666.35,0.15,0.249,0.316,0.958,0.718,0.964,0.906,0.95,0.977
36866.4,0.07,7.15,135.5,314.2,250.6,201.2,6.96,600.24,7.1,118.8,172.3,140.0,4.39,600.24,6.91,26.0,107.2,52.0,45.4,0.99,592.43,7.02,5.3,30.5,13.2,11.9,0.13,597.09,0.124,0.313,0.368,0.955,0.716,0.961,0.903,0.947,0.981
23577.1,0.13,7.53,182.6,415.9,222.6,188.6,6.88,687.73,7.48,153.1,160.9,142.0,4.65,697.28,7.27,37.9,150.1,46.0,44.4,0.82,699.77,7.1,8.9,42.2,10.2,10.4,0.15,698.45,0.161,0.277,0.324,0.942,0.719,0.951,0.899,0.954,0.979
27941.3,0.06,7.96,112.0,329.5,256.2,198.7,7.45,708.1,7.97,97.8,180.8,133.1,4.74,717.25,7.53,24.5,116.8,52.4,44.4,1.17,734.31,7.31,4.2,33.6,12.5,11.3,0.25,738.01,0.127,0.294,0.364,0.957,0.713,0.962,0.898,0.951,0.967
51324.5,0.14,7.87,252.1,516.0,234.7,173.9,6.48,695.71,7.76,210.2,170.2,118.2,4.7,703.66,7.4,49.4,181.5,52.6,35.5,0.88,715.94,7.33,11.1,53.8,12.7,7.2,0.14,717.67,0.166,0.275,0.275,0.947,0.704,0.956,0.896,0.946,0.979
46496.0,0.16,7.49,236.8,487.7,270.2,193.9,7.95,662.97,7.22,205.1,190.0,137.3,5.29,666.0,7.01,52.2,172.4,62.6,49.7,1.23,661.9,7.07,10.0,53.2,10.5,9.4,0.28,665.19,0.134,0.297,0.335,0.951,0.692,0.958,0.891,0.961,0.965
33410.1,0.2,7.83,261.2,546.7,238.1,184.0,7.18,655.06,7.74,219.1,153.3,143.7,4.75,662.3,7.23,57.7,197.4,42.9,40.9,0.93,656.61,7.21,10.9,52.3,9.5,7.4,0.06,644.33,0.161,0.356,0.339,0.95,0.735,0.958,0.904,0.96,0.991
28391.8,0.2,7.95,257.1,542.9,342.4,248.1,10.29,672.31,7.86,222.8,247.8,186.0,6.72,686.04,7.61,56.4,189.7,74.7,64.7,1.5,686.84,7.51,13.8,52.4,16.9,14.6,0.15,681.64,0.133,0.276,0.346,0.938,0.724,0.946,0.903,0.951,0.986
15982.3,0.18,8.03,190.4,408.5,303.5,263.7,9.43,697.32,7.85,162.2,211.7,178.4,6.65,701.57,7.59,38.9,146.6,67.4,57.4,1.26,700.25,7.44,9.5,39.4,12.6,15.3,0.24,703.67,0.148,0.302,0.295,0.942,0.732,0.95,0.904,0.958,0.975
35455.9,0.13,7.66,204.8,423.2,271.2,208.1,8.19,656.46,7.57,181.7,196.1,159.3,4.89,638.09,7.26,45.0,140.2,55.7,52.6,0.98,647.69,7.18,10.6,37.0,9.6,12.2,0.11,640.04,0.113,0.277,0.403,0.942,0.736,0.948,0.913,0.965,0.987
58434.9,0.2,7.49,256.9,549.5,274.1,197.4,7.48,662.41,7.36,212.6,197.4,151.6,5.41,657.13,7.41,53.1,212.8,59.2,52.5,1.16,663.04,7.21,8.4,53.1,12.9,11.0,0.28,665.28,0.172,0.28,0.276,0.961,0.75,0.967,0.903,0.953,0.963
43139.6,0.13,7.62,205.5,444.2,290.2,216.6,9.11,664.2,7.42,167.3,196.9,147.7,5.86,671.17,7.29,42.5,153.2,58.9,49.8,1.24,657.63,7.19,10.9,43.0,8.8,10.7,0.25,649.29,0.186,0.321,0.356,0.935,0.719,0.947,0.903,0.97,0.972
35519.6,0.15,7.99,201.2,475.2,250.7,194.5,8.11,707.84,7.94,168.0,168.2,122.4,4.85,701.57,7.63,45.3,168.0,45.2,37.0,1.08,705.24,7.38,8.0,48.9,6.9,8.1,0.24,705.34,0.165,0.329,0.402,0.952,0.709,0.96,0.897,0.973,0.97
44185.8,0.19,7.91,247.8,572.9,247.8,163.9,6.08,668.78,7.77,203.7,178.7,117.5,3.72,684.98,7.48,51.7,205.1,54.3,39.4,0.7,683.55,7.24,9.0,56.8,9.5,11.7,0.15,693.21,0.178,0.279,0.387,0.956,0.723,0.964,0.901,0.962,0.976
27126.7,0.13,8.05,184.6,412.7,235.1,174.3,6.95,704.88,7.91,150.0,162.2,133.4,4.02,704.24,7.42,33.3,141.2,48.8,48.3,0.81,704.54,7.29,2.8,39.5,10.7,12.5,0.08,709.19,0.187,0.31,0.421,0.982,0.72,0.985,0.904,0.955,0.989
38450.1,0.19,7.65,242.8,516.1,254.7,172.4,8.05,684.17,7.51,209.5,185.8,135.3,5.43,685.02,7.47,50.7,180.7,58.0,40.6,1.21,687.02,7.36,9.6,52.3,12.0,9.3,0.1,675.91,0.137,0.271,0.326,0.954,0.711,0.96,0.899,0.953,0.988
40453.5,0.18,7.91,232.2,533.8,207.8,157.4,6.18,709.78,7.91,197.3,144.0,107.3,3.7,721.02,7.63,49.8,186.8,38.5,40.7,0.67,730.61,7.3,7.3,57.9,9.8,9.1,0.18,735.7,0.15,0.307,0.4,0.963,0.69,0.968,0.891,0.953,0.972
38969.6,0.13,8.03,185.3,407.0,293.1,210.5,8.97,675.04,7.92,155.1,213.3,163.8,5.88,673.21,7.36,42.1,135.1,64.0,53.6,1.23,681.04,7.3,8.2,36.2,11.0,12.2,0.11,691.97,0.163,0.272,0.344,0.947,0.732,0.956,0.911,0.963,0.988
47095.1,0.19,7.93,283.8,557.7,309.5,235.0,10.08,724.29,7.84,239.3,220.0,153.6,6.89,726.05,7.41,63.7,198.7,71.5,47.8,1.36,720.05,7.39,9.7,50.9,12.4,11.3,0.28,736.83,0.157,0.289,0.316,0.959,0.744,0.966,0.909,0.96,0.972
42862.9,0.18,8.12,262.5,529.7,186.2,172.1,6.15,704.57,7.99,220.1,132.7,121.4,3.8,713.56,7.58,60.4,172.2,48.1,36.2,0.78,713.09,7.42,13.6,47.9,10.7,7.3,0.15,715.94,0.161,0.288,0.383,0.938,0.722,0.948,0.91,0.943,0.976
45070.6,0.14,7.49,228.7,530.8,290.8,216.2,8.76,682.48,7.43,202.6,200.6,152.8,5.61,667.75,7.14,51.1,199.8,65.3,48.2,1.13,664.17,7.2,10.0,63.5,11.5,9.3,0.17,655.98,0.114,0.31,0.359,0.951,0.682,0.956,0.88,0.961,0.981
34415.5,0.12,7.27,182.7,382.7,268.4,193.2,8.87,613.9,7.27,151.6,189.7,147.2,5.38,611.05,7.15,40.2,140.3,52.2,41.2,1.0,597.59,7.16,10.7,34.6,9.2,10.6,0.17,600.2,0.17,0.293,0.394,0.93,0.753,0.942,0.909,0.966,0.981
47859.1,0.11,8.2,201.7,427.5,316.9,214.7,9.79,737.45,8.15,164.8,231.4,163.7,6.25,745.74,7.67,36.8,154.7,71.2,51.1,1.22,744.86,7.4,5.1,45.9,10.5,11.3,0.21,754.44,0.183,0.27,0.362,0.969,0.703,0.975,0.893,0.967,0.979
53764.6,0.12,7.93,223.8,466.7,301.6,223.3,8.46,686.8,7.89,194.2,210.7,167.5,6.27,687.46,7.62,49.8,149.5,61.3,52.8,1.27,702.22,7.41,11.3,46.5,12.8,13.0,0.18,701.1,0.132,0.301,0.259,0.942,0.689,0.95,0.9,0.957,0.979
31830.4,0.16,7.3,229.3,491.7,204.0,170.4,6.11,623.65,7.25,193.8,147.0,113.2,4.2,638.32,6.84,45.2,165.8,45.2,33.0,0.83,624.63,6.84,5.4,37.0,12.1,9.7,0.2,630.88,0.155,0.279,0.312,0.972,0.777,0.976,0.925,0.941,0.968
32877.2,0.14,7.54,173.2,413.3,196.2,166.1,6.24,668.07,7.33,157.4,137.7,125.6,3.98,652.31,7.27,39.2,155.8,38.2,42.4,0.95,652.12,7.3,7.4,45.3,5.6,10.1,0.21,647.08,0.091,0.298,0.363,0.953,0.709,0.957,0.89,0.972,0.966
50731.4,0.16,7.93,253.3,542.9,293.6,206.6,8.93,698.67,7.76,212.6,206.5,152.3,5.62,681.77,7.7,62.3,223.2,55.1,48.1,1.23,681.32,7.25,10.3,64.9,13.1,11.1,0.19,683.55,0.16,0.297,0.371,0.952,0.709,0.959,0.88,0.956,0.979
37976.1,0.09,7.74,172.8,389.5,311.4,257.3,9.49,631.68,7.63,151.2,231.8,173.5,6.16,639.38,7.26,38.7,145.9,68.2,53.6,1.26,641.68,7.45,6.3,39.8,13.5,16.6,0.16,626.74,0.126,0.256,0.351,0.958,0.727,0.964,0.898,0.957,0.983
51202.7,0.13,7.53,224.8,482.7,159.3,122.6,5.08,618.7,7.37,196.5,121.1,73.8,3.34,627.35,7.28,46.5,177.2,39.2,22.6,0.59,619.65,7.19,7.6,47.0,4.3,5.3,0.15,613.95,0.126,0.24,0.342,0.961,0.735,0.966,0.903,0.973,0.97
36462.4,0.15,8.26,219.0,479.4,301.7,226.0,9.06,741.11,8.08,183.5,211.9,170.0,5.76,739.18,7.64,47.1,172.0,64.7,55.5,1.07,727.78,7.61,7.1,45.8,11.2,10.6,0.06,727.74,0.162,0.298,0.364,0.961,0.734,0.968,0.904,0.963,0.993
52210.5,0.25,7.75,343.4,671.4,345.0,274.4,10.08,667.04,7.5,288.2,243.2,196.3,6.71,671.04,7.12,70.5,228.2,74.6,63.0,1.54,660.01,7.23,10.8,62.6,13.0,13.4,0.25,657.83,0.161,0.295,0.334,0.963,0.726,0.969,0.907,0.962,0.975
